,content
526,Số ca mắc COVID-19 trên toàn thế giới chạm ngưỡng 3 triệu  https://tinhangngay.vn/so-ca-mac-covid-19-tren-toan-the-gioi-cham-nguong-3-trieu/ …
527,"Một trong những lỗ thủng tầng ozone lớn nhất lịch sử chính thức biến mất, nhưng lý do không phải “nhờ” Covid-19  https://ngon24h.wordpress.com/2020/05/02/mot-trong-nhung-lo-thung-tang-ozone-lon-nhat-lich-su-chinh-thuc-bien-mat-nhung-ly-do-khong-phai-nho-covid-19/ …"
528,Cách bẫy bìm bịp đơn giản bằng mồi ăn nhanh và hiệu quả mùa dịch bệnh covid  https://youtu.be/iPMMhM9UpM4  qua @YouTube
529,Các chuyên gia dự đoán về tình hình đại dịch Covid-19  http://hoicodo.com/621073/cac-chuyen-gia-du-doan-ve-tinh-hinh-dai-dich-covid-19/ … pic.twitter.com/HWUZHivyKO
530,Tin tức dịch bệnh corona ( Covid-19 ) chiều 6/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-chieu-6-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/v8eSJvgRM4
531,Covid-19: Hàng nghìn người biểu tình chống phong tỏa tại thủ phủ bang California  https://rfi.my/5pzQ.t  pic.twitter.com/L89ZhFAtan
532,"Check out this article: Hoa Kỳ hỗ trợ 9,5 triệu đô la Mỹ cho Việt Nam trong cuộc chiến chống lại Covid-19  -  http://vietanhsongngu.com/hoa-ky-ho-tro-9-5-trieu-do-la-my-cho-viet-nam-trong-cuoc-chien-chong-lai-covid-19--894.htm …"
533,"Kinh tế tuột dốc vì dịch bệnh COVID-19, Hàn Quốc liệu có tăng mức lương tối thiểu năm 2021  https://thongtinhanquoc.com/kinh-te-tuot-doc-vi-dich-benh-covid-19-han-quoc-lieu-co-tang-muc-luong-toi-thieu-nam-2021/ … pic.twitter.com/GZmTtGiyNc"
534,Báo Mỹ ca ngợi Việt Nam chặn COVID-19: ‘Họ hành động khi chúng ta còn mơ hồ’  https://ngon24h.wordpress.com/2020/05/02/bao-my-ca-ngoi-viet-nam-chan-covid-19-ho-hanh-dong-khi-chung-ta-con-mo-ho/ … pic.twitter.com/dIYKwvXbLs
535,"Làm thế nào tài khoản ký quỹ trong bất động sản đang chứng tỏ là một lợi ích cho người mua nhà
#covid-19 #địaố... https://www.bdscuatui.com/lam-the-nao-tai-khoan-ky-quy-trong-bat-dong-san-dang-chung-to-la-mot-loi-ich-cho-nguoi-mua-nha-35837/?feed_id=23411&_unique_id=5ead4783244f6 …"
536,Thái Lan ghi nhận sự gia tăng số ca nhiễm Covid-19 mới  https://tinhangngay.vn/thai-lan-ghi-nhan-su-gia-tang-so-ca-nhiem-covid-19-moi/ … pic.twitter.com/MyiEEup3wo
537,Đại dịch COVID-19 đang khiến chúng ta nghiện đồ ăn gây tăng cân - Dạ dày Việt Thanh  https://mix.com/!wIWMDRjy:%C4%91%E1%BA%A1i-d%E1%BB%8Bch-covid-19-%C4%91ang-khi%E1%BA%BFn-ch%C3%BAng-ta-nghi%E1%BB%87n-%C4%91%E1%BB%93-%C4%83n-g%C3%A2y-t%C4%83ng-c%C3%A2n-d%E1%BA%A1-d%C3%A0y-vi%E1%BB%87t-thanh?utm_source=twitter&utm_medium=web&utm_campaign=article_profile&utm_term=button … @getmixapp
538,"Chuyên gia cảnh báo dịch COVID-19 có thể kéo dài hai năm
#covid19 #tintucyte http://ytevietnam.net.vn/chuyen-gia-canh-bao-dich-covid-19-co-the-keo-dai-hai-nam-b2940v.html …"
539,"7000 người Hàn Quốc tham gia chiến dịch tri ân các nhân viên y tế, những anh hùng chống dịch COVID-19  https://thongtinhanquoc.com/7000-nguoi-han-quoc-tham-gia-chien-dich-tri-an-cac-nhan-vien-y-te-nhung-anh-hung-chong-dich-covid-19/ … pic.twitter.com/04UXPd77Ij"
540,Siêu mẫu Quỳnh Hoa bị hủy 40 show diễn và chụp hình vì dịch COVID-19  https://tinhangngay.vn/sieu-mau-quynh-hoa-bi-huy-40-show-dien-va-chup-hinh-vi-dich-covid-19/ … pic.twitter.com/2Xle2Dafnb
541,Covid-19 : Hoa Kỳ cấp tốc cho phép sử dụng thuốc Remdesivir  https://rfi.my/5pyo.t  pic.twitter.com/4HMOMxFSya
542,TP Hồ Chí Minh ban hành Bộ tiêu chí an toàn với dịch bệnh COVID-19 trong ngành văn hóa và thể thao  https://tinhangngay.vn/tp-ho-chi-minh-ban-hanh-bo-tieu-chi-an-toan-voi-dich-benh-covid-19-trong-nganh-van-hoa-va-the-thao/ … pic.twitter.com/axDggPGAuI
543,"2 ca mắc COVID-19 liên quan đến quán bar Buddha dương tính trở lại
#covid19 #barbuddha #táidươngtính #bệnhnhâncovid19 #Vietnambiz https://vietnambiz.vn/2-ca-mac-covid-19-lien-quan-den-quan-bar-buddha-duong-tinh-tro-lai-2020050121445911.htm …"
544,"Tin tức dịch bệnh corona trưa 2/5 | Hơn 65.000 người chết vì Covid-19, M...  https://youtu.be/rmep6IQ75ZY  qua @YouTube"
545,Tiêm hormone nữ cho bệnh nhân Covid-19 nam  https://tinviet360.com/index.php/2020/05/02/tiem-hormone-nu-cho-benh-nhan-covid-19-nam/ … pic.twitter.com/DX2zRymRcg
546,"2 ' गज की दूरी ' is the new normal 

#Covid_19
#Social_Distancing"
547,Tin tức Covid-19 2/5 Nam công nhân sốt cao khiến 600 người ở Kiêu Kỵ phả...  https://youtu.be/L60sy0uoBdk  qua @YouTube
548,CẬP NHẬT về dịch Wuhan COVID-19 ngày 30-4-2020  https://mediaonlinevn.com/2020/04/30/cap-nhat-ve-dich-wuhan-covid-19-ngay-30-4-2020/ … via @
549,Việt Nam có 203 ca mắc COVID-19 | Việt Nam đã kiểm soát dịch tốt hơn nhiều nước trên thế giới| VTV24  https://opentro.com/viet-nam-co-203-ca-mac-covid-19-viet-nam-da-kiem-soat-dich-tot-hon-nhieu-nuoc-tren-the-gioi-vtv24/ … pic.twitter.com/nao4fUYMqa
550,Covid-19: Chính phủ Pháp sẽ triển hạn tình trạng khẩn cấp y tế  https://rfi.my/5pyN.t  pic.twitter.com/46EdCsyvCu
551,Covid-19 : Mỹ thiệt hại nặng về nhân mạng và kinh tế  http://rfi.my/5peS.T  qua @RFI_Vi
552,"[📽] THIRD LAPAT x VOGUE

Cùng đặt báo thức vào 15h30 ngày mai để nghe Third chia sẻ về cuộc sống tại nhà mùa Covid trên Instagram @VogueThailand nhé 🙆🏻‍♀️❤️
#VogueInConversationwithTHIRD_TNT #ThirdLapat #TRINITY_TNT https://twitter.com/voguethailand/status/1256454145906622464 …"
553,"Phát hiện triệu chứng mới của ca nhiễm Covid-19 #news  https://www.facebook.com/269646396405852_2873989442638188 … Phát ban được xem là triệu chứng mới của Covid-19 !

Nhiều bệnh nhân nhiễm virus corona chủng mới tại Nga có xuất hiện các vết ban trên da."
554,"Dịch Covid-19, cơ hội để Trung Quốc đuổi kịp Hoa Kỳ  http://rfi.my/5px1.T  qua @RFI_Vi"
555,Báo Đức giật tít: Việt Nam kiểm soát dịch Covid-19 quá giỏi  https://youtu.be/Ot9NzqUpFbY  via @YouTube
556,"Vụ nghi Covid-19 ở Kiêu Kỵ: CHÍNH QUYỀN PHẢN ỨNG QUÁ NHANH, NGƯỜI DÂN HỢP TÁC QUÁ TỐT:  https://www.trelangblog.com/2020/05/vu-nghi-covid-19-o-kieu-ky-chinh-quyen.html#.Xq03XP9djUA.twitter …"
557,Thuốc kháng vi-rút được cấp phép của Hoa Kỳ để điều trị khẩn cấp Covid-19  https://www.kenhnews.com/thuoc-khang-vi-rut-duoc-cap-phep-cua-hoa-ky-de-dieu-tri-khan-cap-covid-19.html …
558,Anh cảnh báo bệnh COVID-19 gây ra biến chứng nguy hiểm ở trẻ nhỏ  https://tinquangbinh.com/2020/05/980995/anh-ca%cc%89nh-bao-benh-covid-19-gay-ra-bien-chung-nguy-hiem-o-tre-nho/ … pic.twitter.com/HeB0mDFCmQ
559,"Dịch COVID-19 ngày 2/5: Nam công nhân sốt cao nhiều ngày ở Kiêu Kỵ khiến 600 người phải cách li không nhiễm SARS-CoV-2
#SARSCoV2 #dịchcovid19 #kiêukỵ
#diễnbiếndịchcovid19 #Vietnambiz https://vietnambiz.vn/rui-ro-cua-su-phu-thuoc-vao-nguon-duoc-pham-tu-trung-quoc-20200502064637724.htm …"
560,"Những phát hiện bất ngờ trong nghiên cứu 113 bệnh nhân #Covid_19 tử vong

#truongcaodangyduocpasteur
#caodangyduochanoi https://truongcaodangyduocpasteur.edu.vn/nhung-phat-hien-bat-ngo-trong-nghien-cuu-113-benh-nhan-covid-19-tu-vong.html …"
561,Tin tức dịch bệnh corona ( Covid-19 ) sáng 9/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-sang-9-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/Lls0adBZRs
562,Covid-19- Mỹ: Số tử vong vượt quá số lính chết trong Chiến Tranh Việt Nam  http://rfi.my/5oxO.T  qua @RFI_Vi
563,Cầu thủ trẻ Việt Nam lỡ cơ hội cọ xát đỉnh cao vì COVID-19  https://vtc.vn/bong-da-viet-nam/cau-thu-tre-viet-nam-lo-co-hoi-co-xat-dinh-cao-vi-covid-19-ar543615.html …
564,Những phát ngôn thú vị của Donald Trump trong dịch Covid-19  https://ift.tt/2YpP8RV 
565,Thấy gì ở Công viên Thống Nhất sau 1 tháng đóng cửa phòng COVID-19  https://ngon24h.wordpress.com/2020/05/02/thay-gi-o-cong-vien-thong-nhat-sau-1-thang-dong-cua-phong-covid-19/ … pic.twitter.com/avEbISi6VU
566,Tin ‘đặc biệt’ về cụ bà 88 tuổi mắc COVID-19 kèm theo nhiều bệnh lý nền nguy hiểm  https://ngon24h.wordpress.com/2020/05/02/tin-dac-biet-ve-cu-ba-88-tuoi-mac-covid-19-kem-theo-nhieu-benh-ly-nen-nguy-hiem/ … pic.twitter.com/VmCO0x0iqq
567,Infographic: Cập nhật liên tục diễn biến dịch COVID-19 trên toàn cầu ngày 2/5  https://vtc.vn/tin-tuc/infographic-cap-nhat-lien-tuc-dien-bien-dich-covid-19-tren-toan-cau-ar532582.html …
568,Thái Lan giảm giá mặt hàng thiếu yếu trong nước để hỗ trợ người dân bị ảnh hưởng dịch COVID-19  https://tinhangngay.vn/thai-lan-giam-gia-mat-hang-thieu-yeu-trong-nuoc-de-ho-tro-nguoi-dan-bi-anh-huong-dich-covid-19/ … pic.twitter.com/tgpuTepmA5
569,Sáng 2/5 Việt Nam bước sang ngày thứ 16 không có ca mắc COVID-19 trong cộng đồng  https://vtc.vn/tin-tuc/sang-25-viet-nam-buoc-sang-ngay-thu-16-khong-co-ca-mac-covid-19-trong-cong-dong-ar543552.html …
570,"EU tăng sức ép lên Trung Quốc, kêu gọi điều tra Covid-19  http://hoicodo.com/620998/eu-tang-suc-ep-len-trung-quoc-keu-goi-dieu-tra-covid-19/ … pic.twitter.com/5tngKlvXKI"
571,Biến chứng lạ ở ba em bé nhiễm Covid-19 ở Mỹ  https://tinviet360.com/index.php/2020/05/02/bien-chung-la-o-ba-em-be-nhiem-covid-19-o-my/ … pic.twitter.com/UpxGziV61p
572,Những tỉnh nào cho học sinh trở lại trường sau thời gian nghỉ dịch COVID-19?  https://vtc.vn/tin-tuc-su-kien/nhung-tinh-nao-cho-hoc-sinh-tro-lai-truong-sau-thoi-gian-nghi-dich-covid-19-ar543584.html …
573,Facebook ra mắt biểu tượng ‘xa mặt nhưng không cách lòng’ cổ vũ cộng đồng chống dịch Covid-19  https://tinhangngay.vn/facebook-ra-mat-bieu-tuong-xa-mat-nhung-khong-cach-long-co-vu-cong-dong-chong-dich-covid-19/ … pic.twitter.com/r5SiDTePxO
574,"Công nhân xây dựng ở Hà Nội 'gây xôn xao mạng xã hội', có kết quả âm tính với COVID-19 #news https://tuoitre.vn/cong-nhan-xay-dung-o-ha-noi-gay-xon-xao-mang-xa-hoi-co-ket-qua-am-tinh-voi-covid-19-20200502143628076.htm …"
575,Tin tức dịch bệnh corona ( Covid-19 ) trưa 22/3 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-trua-22-3-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/45v9olkIDn
576,EU kêu gọi Trung Quốc hợp tác điều tra COVID-19  https://vtc.vn/thoi-su-quoc-te/eu-keu-goi-trung-quoc-hop-tac-dieu-tra-covid-19-ar543555.html …
577,Đại dịch COVID-19 ngày 2/5: Trump hy vọng số người chết ở Mỹ dưới 100 nghìn  https://vtc.vn/thoi-su-quoc-te/dai-dich-covid-19-ngay-25-trump-hy-vong-so-nguoi-chet-o-my-duoi-100-nghin-ar543550.html …
578,Báo Mỹ ca ngợi Việt Nam chặn COVID-19: 'Họ hành động khi chúng ta còn mơ hồ' #news  https://www.facebook.com/255026894850098_1253511365001641 …
579,Bộ trưởng Xây dựng Nhà ở và Tiện ích Công cộng Nga mắc COVID-19  https://vtc.vn/thoi-su-quoc-te/bo-truong-xay-dung-nha-o-va-tien-ich-cong-cong-nga-mac-covid-19-ar543557.html …
580,Mỹ điều tra mối liên hệ COVID-19 giữa Trung Quốc với Đại học Texas  https://vtc.vn/thoi-su-quoc-te/my-dieu-tra-moi-lien-he-covid-19-giua-trung-quoc-voi-dai-hoc-texas-ar543564.html …
581,Mỹ cho phép sử dụng Remdesivir điều trị COVID-19  https://vtc.vn/thoi-su-quoc-te/my-cho-phep-su-dung-remdesivir-dieu-tri-covid-19-ar543569.html …
582,Tại sao giá trị của đồng USD vẫn đứng vững khi Covid-19 tạo sóng gió lớn cho thị trường?  http://tinduan.org/tai-sao-gia-tri-cua-dong-usd-van-dung-vung-khi-covid-19-tao-song-gio-lon-cho-thi-truong#.Xq0rtbBXmsM.twitter …
583,EU hối thúc Trung Quốc hợp tác điều tra Covid-19 - VnExpress  https://bit.ly/3d8aHKR 
584,Thông tin mới về 3 bệnh nhân nhiễm Covid-19 nặng nhất  http://hoicodo.com/620978/thong-tin-moi-ve-3-benh-nhan-nhiem-covid-19-nang-nhat/ … pic.twitter.com/vuPWIQWIg0
585,Thị trường điện thoại thông minh sụt giảm do dịch Covid-19  https://www.dungseo.com/2020/05/thi-truong-ien-thoai-thong-minh-sut.html#.Xq0qbjKExB4.twitter …
586,"Thái Lan không có ca chết do COVID-19 trong ngày, Singapore nới lỏng hạn chế  https://vtc.vn/thoi-su-quoc-te/thai-lan-khong-co-ca-chet-do-covid-19-trong-ngay-singapore-noi-long-han-che-ar543620.html …"
587,Báo Mỹ ca ngợi Việt Nam chặn COVID-19: 'Họ hành động khi chúng ta còn mơ hồ'  https://vtc.vn/thoi-su-quoc-te/bao-my-ca-ngoi-viet-nam-chan-covid-19-ho-hanh-dong-khi-chung-ta-con-mo-ho-ar543608.html …
588,Lào: 7/19 bệnh nhân Covid-19 xuất viện  https://tinhangngay.vn/lao-7-19-benh-nhan-covid-19-xuat-vien/ … pic.twitter.com/vivdVnZBBE
589,Xử lý quán internet vi phạm quy định về các biện pháp chống dịch Covid-19  https://tinhangngay.vn/xu-ly-quan-internet-vi-pham-quy-dinh-ve-cac-bien-phap-chong-dich-covid-19/ … pic.twitter.com/1AKtpK6IJg
590,Mỹ điều tra mối liên hệ COVID-19 giữa Trung Quốc với Đại học Texas  https://tinhangngay.vn/my-dieu-tra-moi-lien-he-covid-19-giua-trung-quoc-voi-dai-hoc-texas/ … pic.twitter.com/fS4Rk5aefG
591,"Cập nhật 14h ngày 2/5: Mexico cảnh báo tỷ lệ tử vong do Covid-19 ở mức cao, Singapore nới lỏng hạn chế xã hội  https://baoquocte.vn/cap-nhat-14h-ngay-25-mexico-canh-bao-ty-le-tu-vong-do-covid-19-o-muc-cao-singapore-noi-long-han-che-xa-hoi-114821.html …"
592,WHO cảnh báo đợt tấn công mới của Covid-19 #news  https://www.facebook.com/269646396405852_2873859782651154 …
593,Nga cũng ngấm đòn chiến tranh dầu mỏ và dịch Covid-19 - DVO - Báo Đất Việt  http://baodatviet.vn/the-gioi/quan-he-quoc-te/nga-cung-ngam-don-chien-tranh-dau-mo-va-dich-covid-19-3401277/ … qua @your_screen_name
594,"Hai ""ông lớn"" dầu mỏ Mỹ giảm sản lượng để đối phó Covid-19  https://baoquocte.vn/hai-ong-lon-dau-mo-my-giam-san-luong-de-doi-pho-covid-19-114823.html …"
595,Hà Nội: Nam công nhân sốt cao nhiều ngày ở Kiêu Kỵ không mắc COVID-19  https://ngon24h.wordpress.com/2020/05/02/ha-noi-nam-cong-nhan-sot-cao-nhieu-ngay-o-kieu-ky-khong-mac-covid-19/ … pic.twitter.com/xZ3nbjNXdO
596,"Mỹ viện trợ Việt Nam 9,5 triệu USD chống dịch Covid-19  https://baoquocte.vn/my-vien-tro-viet-nam-95-trieu-usd-chong-dich-covid-19-114807.html …"
597,"Thừa cơ phương Tây bị dịch Covid, “chiến lang” Trung Quốc giở trò  https://rfi.my/5pwf.t  pic.twitter.com/fIzw1lk4tA"
598,"Cục diện thay đổi sau mùa dịch Covid-19 tại doanh nghiệp bất động sản
#bấtđộngsản https://www.bdscuatui.com/cuc-dien-thay-doi-sau-mua-dich-covid-19-tai-doanh-nghiep-bat-dong-san-35823/?feed_id=23390&_unique_id=5ead2308defa9 …"
599,"Dịch COVID-19 sáng 30-4: Việt Nam ngày thứ 14 không ca mới, thế giới 1 triệu ca hồi phục  https://tinviet360.com/index.php/2020/05/02/dich-covid-19-sang-30-4-viet-nam-ngay-thu-14-khong-ca-moi-the-gioi-1-trieu-ca-hoi-phuc/ … pic.twitter.com/hmthSWEcXm"
600,Vì sao Bỉ có tỉ lệ tử vong do Covid-19 cao nhất thế giới?  https://tinhangngay.vn/vi-sao-bi-co-ti-le-tu-vong-do-covid-19-cao-nhat-the-gioi/ … pic.twitter.com/eubiplTB8M
601,"Phạt tù ba đối tượng tấn công lực lượng phòng, chống dịch COVID-19  https://tinhangngay.vn/phat-tu-ba-doi-tuong-tan-cong-luc-luong-phong-chong-dich-covid-19/ … pic.twitter.com/XITWKYG1cH"
602,Trường hợp sốt cao khiến 600 người phải cách ly âm tính với Covid-19  https://tinhangngay.vn/truong-hop-sot-cao-khien-600-nguoi-phai-cach-ly-am-tinh-voi-covid-19/ … pic.twitter.com/MRNh7arZo3
603,Giới zân chủ Việt với CoVid-19 (1): Thay đổi cách tuyên truyền để thích nghi với thời cuộc?  http://hoicodo.com/620958/gioi-zan-chu-viet-voi-covid-19-1-thay-doi-cach-tuyen-truyen-de-thich-nghi-voi-thoi-cuoc/ … pic.twitter.com/XnW2DMfR2r
604,"Bệnh nhân COVID - 19 là phi công người Anh nguy kịch, tối 29/4 chuyên gia hội chẩn gấp  https://bit.ly/3cUvD7Y "
605,Tin tức dịch bệnh corona ( Covid-19 ) sáng 27/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-sang-27-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/qUq4RmV7J7
606,Giới zân chủ ngộ ra giá trị đích thực của tự do dân chủ nhờ CoVid-19 và Trump?  http://hoicodo.com/620950/gioi-zan-chu-ngo-ra-gia-tri-dich-thuc-cua-tu-do-dan-chu-nho-covid-19-va-trump/ … pic.twitter.com/ohHHWg8HEG
607,"Khi các ứng dụng mở ra, đây là thông tin chi tiết về chương trình trợ cấp IRAP COVID-19 mới trị giá 250 triệu đô la  https://ift.tt/2WhkuYh "
608,"Our new blog post! সাকারিয়া ইউনিভার্সিটি: IN DETAIL - Click to read ☛   https://turkchariblog.com/2020/05/02/%e0%a6%b8%e0%a6%be%e0%a6%95%e0%a6%be%e0%a6%b0%e0%a6%bf%e0%a7%9f%e0%a6%be-%e0%a6%87%e0%a6%89%e0%a6%a8%e0%a6%bf%e0%a6%ad%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%b8%e0%a6%bf%e0%a6%9f%e0%a6%bf-in-detail/ … via @turkchar_blog

#sakarya
#sau
#saü
#serdivan
#sakaryauniversity
#turkey
#bangladesh
#undergrad
#burslari
#scholarship
#study
#istanbul
#ankara
#covid"
609,WHO: Dịch Covid-19 vẫn cực kỳ nguy hiểm và còn kéo dài  https://ndh.vn//quoc-te/who-dich-covid-19-van-cuc-ky-nguy-hiem-va-con-keo-dai-1267339.html …
610,Đến lượt kinh tế Hàn Quốc giảm mạnh nhất 12 năm vì Covid-19  https://ndh.vn//quoc-te/den-luot-kinh-te-han-quoc-giam-manh-nhat-12-nam-vi-covid-19-1267343.html …
611,Thêm 2 người tái dương tính COVID-19 liên quan đến quán bar Buddha  http://hoicodo.com/620944/them-2-nguoi-tai-duong-tinh-covid-19-lien-quan-den-quan-bar-buddha/ … pic.twitter.com/Nx77db9C1y
612,"Lợi dụng dịch bệnh Covid-19, thu mua sổ BHXH của công nhân mất việc hòng trục lợi  https://ift.tt/2L4BnAp "
613,"రాష్ట్రంలో కొత్తగా మరో 62 కరోనా కేసులు...
62 New Corona Cases Reported in AP Last 24 Hours | #AP24x7

Watch Video---> https://www.youtube.com/watch?v=EaILEka3MZM …
#NewCoronaCases #CoronaCasesInAP #62NewCoronaCases #CovidCasesInAP #COVID19India #Covid_19"
614,"Mỹ thông báo viện trợ Việt Nam 9,5 triệu USD chống dịch COVID-19  https://www.vietnamplus.vn/my-thong-bao-vien-tro-viet-nam-95-trieu-usd-chong-dich-covid19/637924.vnp …"
615,Sức khỏe bệnh nhân Covid-19 điều trị lâu nhất Việt Nam  https://tinhangngay.vn/suc-khoe-benh-nhan-covid-19-dieu-tri-lau-nhat-viet-nam/ … pic.twitter.com/3zffeNTF8K
616,"Listening to ""Covid Bay Tới Mô Rồi :))) - DJ Thuần Sún On The Mix""  https://www.mixcloud.com/d%C6%B0%C6%A1ng-qu%E1%BB%91c-thu%E1%BA%A7n/covid-bay-t%E1%BB%9Bi-m%C3%B4-r%E1%BB%93i-dj-thu%E1%BA%A7n-s%C3%BAn-on-the-mix/ … by Dương Quốc Thuần #nowplaying"
617,Mỹ lại có thêm 1.883 người chết vì COVID-19 trong 24h #news  https://www.facebook.com/255026894850098_1253411571678287 …
618,Thị trường smartphone thế giới sụt giảm tồi tệ nhất trong lịch sử vì COVID-19  https://tinhangngay.vn/thi-truong-smartphone-the-gioi-sut-giam-toi-te-nhat-trong-lich-su-vi-covid-19/ … pic.twitter.com/UTeJNJohjg
619,"Gần 600 người phải cách ly liên quan đến một trường hợp sốt
#covid_19
#truongcaodangyduocpasteur
#caodangyduochanoi https://truongcaodangyduocpasteur.edu.vn/gan-600-nguoi-phai-cach-ly-lien-quan-den-mot-truong-hop-sot.html …"
620,Tin tức dịch bệnh corona ( Covid-19 ) chiều 19/3 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-chieu-19-3-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/QFZe1dN0FV
621,#iPrice: Thương mại điện tử Việt Nam bỏ lỡ ‘cơ hội vàng’ mùa Covid-19  https://goo.gl/fb/uR2jjY  #chiasẻchọnlọc
622,Hà Nội: Phong tỏa khẩn cấp 1 xã ở Gia Lâm vì ca sốt cao nghi nhiễm Covid-19 #news  https://www.facebook.com/225223477599769_2865288103593280 …
623,"Thêm 5 bệnh nhân mắc COVID-19 khỏi bệnh, Việt Nam đã có 230 người điều trị khỏi  https://tinhangngay.vn/them-5-benh-nhan-mac-covid-19-khoi-benh-viet-nam-da-co-230-nguoi-dieu-tri-khoi/ … pic.twitter.com/q5mzHs1t9U"
624,"“Hiến kế” giúp doanh nghiệp bất động sản vượt khó trong dịch COVID-19
#bấtđộngsản #doanhnghiệpbấtđộngsản #đơngiảnhóa #hệthốngphápluật #hỗ... https://www.bdscuatui.com/hien-ke-giup-doanh-nghiep-bat-dong-san-vuot-kho-trong-dich-covid-19-35813/?feed_id=23375&_unique_id=5ead13bd52100 …"
625,"Mỹ, Anh huấn luyện chó săn phát hiện bệnh nhân COVID-19  https://www.nguoi-viet.com/hoa-ky/my-anh-huan-luyen-cho-san-phat-hien-benh-nhan-covid-19/ …"
626,"Năm nay tầm này lễ trao giải BBMAs đã diễn ra rồi
Năm nay có lẽ do ảnh hưởng của dịch Covid nên chưa thấy thông báo j ????
@BTS_twt"
627,Chiều 1/5 không có ca mắc mới COVID-19; người dân tích cực phòng bệnh dịp nghỉ lễ  https://tinviet360.com/index.php/2020/05/02/chieu-1-5-khong-co-ca-mac-moi-covid-19-nguoi-dan-tich-cuc-phong-benh-dip-nghi-le/ … pic.twitter.com/kKydJ6Ph59
628,Nhiều ca Covid-19 còn lại ở Vũ Hán là các trường hợp dương tính dài ngày  https://tinhangngay.vn/nhieu-ca-covid-19-con-lai-o-vu-han-la-cac-truong-hop-duong-tinh-dai-ngay/ … pic.twitter.com/RmCKD05Rxn
629,"Bệnh nhân Covid-19 nước ngoài đồng loạt đăng ""Cảm ơn Việt Nam"" | VTC Now  https://opentro.com/benh-nhan-covid-19-nuoc-ngoai-dong-loat-dang-cam-on-viet-nam-vtc-now/ … pic.twitter.com/rr9TcSMUUu"
630,16 ngày liên tiếp Việt Nam không ghi nhận ca mắc Covid-19 trong cộng đồng  https://baihoccuocdoi.com/16-ngay-lien-tiep-viet-nam-khong-ghi-nhan-ca-mac-covid-19-trong-cong-dong/ … pic.twitter.com/VAoAatp46O
631,16 ngày liên tiếp Việt Nam không ghi nhận ca mắc Covid-19 trong cộng đồng  https://baihoccuocdoi.com/16-ngay-lien-tiep-viet-nam-khong-ghi-nhan-ca-mac-covid-19-trong-cong-dong/ … pic.twitter.com/5SgPYofzCV
632,இதுவும் கடந்து போகும் | Even This Will Pass | COVID 19 Song | Thalaivar ...  https://youtu.be/6sX123yhzMY  via @YouTube
633,இதுவும் கடந்து போகும் | Even This Will Pass | COVID 19 Song | Thalaivar ...  https://youtu.be/6sX123yhzMY  via @YouTube @BinaryPost001 @iniyavasanth 👏🏻👏🏻👏🏻👏🏻
634,Oscar công bố thay đổi lịch sử vì Covid-19  https://tinhangngay.vn/oscar-cong-bo-thay-doi-lich-su-vi-covid-19/ … pic.twitter.com/IfXthQTGSR
635,Mỹ cho phép sử dụng thuốc điều trị Ebola để điều trị Covid-19  https://bbc.in/2xrg6gZ 
636,COVID-19 điều gì xảy ra khi ăn thanh long mỗi ngày...những lợi ích khiến...  https://youtu.be/WDzcswi6ys0  qua @YouTube
637,"Covid-19 thoái lui khỏi châu Á, nhiều nước nới lỏng lệnh phong tỏa  https://tinhangngay.vn/covid-19-thoai-lui-khoi-chau-a-nhieu-nuoc-noi-long-lenh-phong-toa/ … pic.twitter.com/TeYnDpL7bn"
638,Nhà giàu Hong Kong gấp rút bán lỗ biệt thự vì dịch Covid-19  https://tinhangngay.vn/nha-giau-hong-kong-gap-rut-ban-lo-biet-thu-vi-dich-covid-19/ … pic.twitter.com/epBC3HBz4f
639,Thiên đường' của bác sĩ chống Covid-19 ở Nga #news https://vnexpress.net/thien-duong-cua-bac-si-chong-covid-19-o-nga-4092991.html …
640,Hành trình ‘vượt cửa tử’ của y tá mang bầu mắc Covid-19 #news https://vnexpress.net/hanh-trinh-vuot-cua-tu-cua-y-ta-mang-bau-mac-covid-19-4093037.html …
641,"KẾT NỐI THÀNH CÔNG: Tổng thống Brazil chống dịch Covid-19 như trò đùa,...  http://www.ketnoithanhcong.com/2020/05/tong-thong-brazil-chong-dich-covid-19-nhu-tro-dua.html?spref=tw …"
