,content
525,"Tin COVID-19 6/4: 69.000 người chết toàn cầu, Ý - Pháp giảm mạnh, Thủ tướng Anh nhập viện: amp  http://goo.gl/iO981L "
526,"Bạn cần biết: 62 chốt, trạm ở TP.HCM sẽ kiểm soát những nội dung gì?: Các chốt kiểm soát dịch bệnh Covid-19 ở...  http://goo.gl/iO981L "
527,"TP Hồ Chí Minh lập 62 chốt, trạm kiểm soát dịch Covid-19: Kinhtedothi - Để phục vụ cho việc kiểm tra phòng chống...  http://goo.gl/iO981L "
528,TP Hồ Chí Minh lập 62 chốt kiểm soát dịch Covid-19: amp  http://goo.gl/iO981L 
529,Sáng ngày thứ 2 liên tiếp Việt Nam không ghi nhận ca mắc COVID-19 mới: (CAO) Số ca mắc ở Việt Nam vẫn là 241...  http://goo.gl/iO981L 
530,"Số ca mắc Covid-19 tăng cao, Nhật Bản sắp ban bố tình trạng khẩn cấp - VTC News  https://vtc.vn/thoi-su-quoc-te/so-ca-mac-covid-19-tang-cao-nhat-ban-sap-ban-bo-tinh-trang-khan-cap-ar538269.html …"
531,"Sáng nay không ghi nhận thêm ca mắc Covid-19, 23 bệnh nhân đã âm tính lần 2: Tính đến 6h ngày 6/4, Bộ Y tế cho...  http://goo.gl/iO981L "
532,Tin mới nhất về ca COVID-19 thứ 237 tại Việt Nam khiến 89 y bác sĩ 4 bệnh viện ở Hà Nội phải cách ly: amp  http://goo.gl/iO981L 
533,"Thêm 1 ca mắc Covid-19, được cách ly ngay khi nhập cảnh: (Dân trí) - 18 giờ ngày 5/4, Bộ Y tế công bố ca mắc...  http://goo.gl/iO981L "
534,Giám đốc Trường Sinh lần đầu lên tiếng việc 26 nhân viên mắc Covid-19 - VTC News  https://vtc.vn/tin-nhanh-24h/giam-doc-truong-sinh-lan-dau-len-tieng-viec-26-nhan-vien-mac-covid-19-ar538243.html …
535,Những nhu yếu phẩm cần thiết cho việc cách ly tại nhà phòng dịch Covid-19  https://pro.edu.vn/nhung-nhu-yeu-pham-can-thiet-cho-viec-cach-ly-tai-nha-phong-dich-covid-19/ …
536,Phải mất bao lâu để cuộc sống của chúng ta trở lại quỹ đạo bình thường sau đại dịch COVID-19?  https://bangtin.vn/phai-mat-bao-lau-de-cuoc-song-cua-chung-ta-tro-lai-quy-dao-binh-thuong-sau-dai-dich-covid-19/ …
537,‘Virus gây bệnh Covid-19 ở Việt Nam đã tiến hóa’  https://baotinhay.com/virus-gay-benh-covid-19-o-viet-nam-da-tien-hoa.html … pic.twitter.com/PqeUwfPyBx
538,Phát hiện 3 biến thể virus gây dịch Covid-19 ở Việt Nam  https://tinviet360.com/index.php/2020/04/06/phat-hien-3-bien-the-virus-gay-dich-covid-19-o-viet-nam/ … pic.twitter.com/y6ObeASssy
539,Covid-19 phá vỡ chuỗi cung ứng lương thực toàn cầu  https://www.dkn.us/the-gioi/covid-19-pha-vo-chuoi-cung-ung-luong-thuc-toan-cau.html#.XoqpsTP4NKE.twitter …
540,"THCS Đống Đa ý unnie bít hơm? Cái địa điểm xét nghiệm Covid-19 j đấy...vì trg rộng...I'm fineeee
@BTS_twt"
541,#von.gov.ng.COVID-19: Àwọn ènìyàn mẹ́jọ (8) míràn tún jẹyọ lórílẹ̀ èdè Nàíjíríà. https://www.von.gov.ng/yoruba/covid-19-awon-eniyan-mejo-8-miran-tun-jeyo-lorile-ede-naijiria … pic.twitter.com/U6vOP4zMqi
542,"Kịch bản xấu nhất: Covid-19 có thể khiến 39,3% doanh nghiệp phá sản  https://ngon24h.wordpress.com/2020/04/06/kich-ban-xau-nhat-covid-19-co-the-khien-393-doanh-nghiep-pha-san/ … pic.twitter.com/H0YfBU6rdP"
543,"Kinh thánh bảo: Thiên chúa giao cho chiên làm huynh trưởng muôn loài, vậy huynh trưởng sao nói con Virus Covid 19 vô cùng nhỏ bè nó hổng nghe, còn làm cho huynh trưởng chết sấp mặt là sao ?"
544,"Khi Covid-19 qua đi, Gen Z sẽ là thế hệ có sự nghiệp khủng hoảng nặng nề nhất vì đại dịch và đây là lý do  https://ift.tt/3dTPXaW  pic.twitter.com/x4QvBTY1yB"
545,Người Ấn Độ thắp nến xua đuổi Covid-19  http://hoicodo.com/610143/nguoi-an-do-thap-nen-xua-duoi-covid-19/ … pic.twitter.com/IvY8XmeOT2
546,VIDEO /  Tâm thư gửi bạn COVID-19  - TT. Thích Trí Chơn (02.04.2020)  https://youtu.be/4VOUPw0xK8E  qua @YouTube
547,Điểm tin thế giới sáng 6/4: Châu Phi đứng trước nguy sụp đổ kinh tế vì COVID-19  https://www.dkn.us/the-gioi/diem-tin-the-gioi-sang-6-4-chau-phi-dung-truoc-nguy-sup-do-kinh-te-vi-covid-19.html#.XoqmrgYz_eI.twitter …
548,ôi thái có y tá mất vì covid à. Hầy tình hình ở thái cũng nghiêm trọng nhỉ  https://twitter.com/KhaosodOnline/status/1246838600374706177 …
549,"giáo viên chủ nhiệm thông báo, năm nay hủy kèo hạ long nha mấy đứa. 

cô hịu trưởng thông báo, thôi khỏi đi hà nội năm nay dịch ghê lắm :( 

có mấy cái kèo du lịch hủy sạch sành sanh T.T cmn, covid - 19. 

@BTS_twt pic.twitter.com/VnyzsJMZM2"
550,LÉAMHTHUISCINT: Tá Covid-19 ar mo pháiste  https://tuairisc.ie/leamhthuiscint-ta-covid-19-ar-mo-phaiste/ … pic.twitter.com/5Yq2MAvOGp
551,"Sáng sớm có 1 bạn điện thoại hỏi “ Thầy ơi! giờ có thể dạy online cho em nghề đầu tư forex được không, vì tình hình ở nhà chống dịch Covid 19  mà không kiếm được tiền thì thời gian tới hết nguồn dự trữ là ĐUỐI lắm, chỉ cần ở nhà mỗi ngày kiếm 20$  pic.twitter.com/NOVjBoN7os"
552,"Cuối tháng 3 năm 2020, Mỹ và châu Âu là trung tâm đại dịch. Nhà hàng trung Quốc lập tức trương bảng chúc ""Đại dịch Covid-19 đã đến Mỹ và ở lại lâu""."
553,"Với 1.200 ca tử vong/ngày vì Covid-19, Mỹ tiến vào ‘thời khắc Trân Châu Cảng’  http://hoicodo.com/610133/voi-1-200-ca-tu-vong-ngay-vi-covid-19-my-tien-vao-thoi-khac-tran-chau-cang/ … pic.twitter.com/dtSKQhB2s1"
554,Xô covid
555,"Việt Nam có duy nhất một ca nhiễm COVID-19 mới trong hôm nay, là du học sinh từ Anh về
#COVID19 #diễnbiếndịchcovid19 #tintứcdịchcovid19 #Vietnambiz https://vietnambiz.vn/viet-nam-co-duy-nhat-mot-ca-nhiem-covid-19-moi-la-du-hoc-sinh-tu-anh-ve-20200405181414424.htm …"
556,"❓ Nếu bạn phải làm việc tại nhà mùa covid thì liên hệ ngay với Ergolife để trang bị bàn làm việc Ergonomic giúp bạn làm việc không đau mỏi lưng và trở nên hiệu quả nhé
Hotline đặt hàng: 090 666 9347
Website:  http://ergolife.vn  pic.twitter.com/QiT2oywsZZ"
557,cách bổ sung năng lượng chống covid-19  http://www.vegiare.net.vn/tin-tuc/cach-bo-sung-nang-luong-chong-covid19.html#.XoqkvVI09Z0.twitter …
558,cách bổ sung năng lượng chống covid-19  http://www.vegiare.net.vn/tin-tuc/cach-bo-sung-nang-luong-chong-covid19.html#.Xoqkohhuh-c.twitter …
559,"Du lịch đóng băng vì Covid-19, CEO công ty tour thám hiểm Sơn Đoòng vẫn đề xuất không giảm thuế thu nhập DN  https://goodstock.vn/du-lich-dong-bang-vi-covid-19-ceo-cong-ty-tour-tham-hiem-son-doong-van-de-xuat-khong-giam-thue-thu-nhap-dn/ … pic.twitter.com/sWNtb8UhdA"
560,"Những tin vui về công tác phòng chống dịch #COVID_19 tại Việt Nam
#truongcaodangyduocpasteur
#caodangyduoctphcm https://caodangyduoctphcm.com.vn/nhung-tin-vui-ve-cong-tac-phong-chong-dich-covid-19-tai-viet-nam.html …"
561,"Không ghi nhận ca Covid-19 mới, cả nước có 241 người mắc, 91 ca khỏi bệnh  https://hanaluna.net/khong-ghi-nhan-ca-covid-19-moi-ca-nuoc-co-241-nguoi-mac-91-ca-khoi-benh.html … via @Hana &amp; Luna Blog"
562,#von.gov.ng.COVID-19: Gómìná ìpínlẹ̀ Eko yóò tẹ̀síwájú nípa ètò ìrànwọ́ . https://www.von.gov.ng/yoruba/covid-19-gomina-ipinle-eko-yoo-tesiwaju-nipa-eto-iranwo/ … pic.twitter.com/1R9bZgZaVj
563,"Nghỉ việc ở nhà tránh Covid-19, gợi ý 7 cách kiếm thêm thu nhập tại nhà  https://ezo.vn/nghi-viec-o-nha-tranh-covid-19-goi-y-7-cach-kiem-them-thu-nhap-tai-nha.html … pic.twitter.com/XlDO4aP8Z4"
564,Bạn trẻ lập fanpage cung cấp thông tin COVID-19 cho người nước ngoài  https://ift.tt/39EUdry  cung-cap-thong-tin-covid19-cho-nguoi-nuoc-ngoai-1636525.tpo  https://ift.tt/2GwLDPT 
565,Virus corona: Covid-19 có 'giáng đòn' chí tử lên báo giấy Việt Nam?  https://bbc.in/39M3UEC 
566,Chủ tịch Bayern: Dịch COVID-19 sẽ chấm dứt sự vô lý trong chuyển nhượng  http://dlvr.it/RTF2KZ  pic.twitter.com/KJieC8O6mF
567,"#betbong365: Tin Hot bóng đá 6/4: Mây mưa với gái gọi mùa Covid, Sao Man City nhận án phạt nặng  https://ift.tt/3aLDDHZ "
568,Cú sốc thứ 3 từ Covid-19 có nguy cơ đảo ngược quá trình kinh tế của châu Á  https://goodstock.vn/cu-soc-thu-3-tu-covid-19-co-nguy-co-dao-nguoc-qua-trinh-kinh-te-cua-chau-a/ … pic.twitter.com/rd9xtDnXiF
569,Chủ nhân Nobel Kinh tế không hài lòng cách Mỹ đối phó Covid-19  https://vietvalley.com/chu-nhan-nobel-kinh-te-khong-hai-long-cach-my-doi-pho-covid-19/ … pic.twitter.com/8qUpmhNF4G
570,"Làn sóng bán gấp, bán cắt lỗ chung cư, nhà đất do dịch Covid bắt đầu xuất hiện  https://goodstock.vn/lan-song-ban-gap-ban-cat-lo-chung-cu-nha-dat-do-dich-covid-bat-dau-xuat-hien-2/ … pic.twitter.com/tpaHEDbGP1"
571,Tụ tập sử dụng ma tuý trong mua dịch COVID – 19 ⭐_⭐_⭐ Xem chi tiết tại web Blog sức khỏe - Blog Sức Khỏe TopVn ✅✅ Xem Ngay  https://blogsuckhoe.topvn.info/tu-tap-su-dung-ma-tuy-trong-mua-dich-covid-19/ … #blogsuckhoe #tapchisuckhoe #suckhoedoisong #suckhoe #topvn
572,"#Bulltrap #COVID19 
Giữa bối cảnh thị trường bị rối loạn về giá do tác động từ Covid-19, thì ""Bull trap"" dần trở nên phổ biến với các traders. Để có một cái nhìn chi tiết hơn, hãy cùng Không Đu Đỉnh tìm hiểu về khái niệm này nhé!
 https://kodudinh.com/bull-trap-khai-niem-traders-crypto-can-nam-ro-trong-mua-covid-19-2020/ … pic.twitter.com/4nIhEWgaxU"
573,"Với 2 cú sốc từ Nghị định 100 và Covid-19, chuyên gia chia sẻ gì về cắt giảm chi phí và “cộng sinh để tồn tại” trong ngành F&B?  https://ngon24h.wordpress.com/2020/04/06/voi-2-cu-soc-tu-nghi-dinh-100-va-covid-19-chuyen-gia-chia-se-gi-ve-cat-giam-chi-phi-va-cong-sinh-de-ton-tai-trong-nganh-fb/ … pic.twitter.com/mwqy5PD0QJ"
574,"COVID-19: Việt Nam không có ca nhiễm mới trong ngày 5/4, TP. HCM xét nghiệm toàn bộ khách đến sân bay và nhà ga  http://dlvr.it/RTF1kq "
575,"#Khuckane cập nhật soi keonhacai #betbong365 Tin Hot bóng đá 6/4: Mây mưa với gái gọi mùa Covid, Sao Man City nhận án phạt nặng  https://ift.tt/3aLDDHZ "
576,Một tháng Covid-19 ‘oanh tạc’ kinh tế Mỹ  https://vietvalley.com/mot-thang-covid-19-oanh-tac-kinh-te-my/ … pic.twitter.com/SLWwO22Nzj
577,"ảnh hưởng từ dịch Covid-19, Tổng công ty VEC ghi nhận doanh thu quý 1 giảm nhẹ  https://goodstock.vn/anh-huong-tu-dich-covid-19-tong-cong-ty-vec-ghi-nhan-doanh-thu-quy-1-giam-nhe/ … pic.twitter.com/JIcvvHfxeH"
578,"Làn sóng bán gấp, bán cắt lỗ chung cư, nhà đất do dịch Covid bắt đầu xuất hiện
#giánhàđấthiệnnay #lànsóngbántháonhàđất #thịtrư... https://www.bdscuatui.com/lan-song-ban-gap-ban-cat-lo-chung-cu-nha-dat-do-dich-covid-bat-dau-xuat-hien-3-31977/?feed_id=17651&_unique_id=5e8aa14992666 …"
579,Giá vàng ngày 6/4: ‘Co giật’ do Covid-19 lộng hành  https://goodstock.vn/gia-vang-ngay-6-4-co-giat-do-covid-19-long-hanh/ … pic.twitter.com/uc9166BHAE
580,"Tháng 1/2020, Trung Quốc oằn mình trong đại dịch Covid-19, số người chết tăng vọt mỗi ngày, thành phố đóng cửa, không khí tang tóc bao trùm khắp nơi. Mỹ và châu Âu lập tức gửi hàng trăm ngàn khẩu trang, hàng trăm triệu USD, trang thiết bị cho Trung Quốc."
581,Tokyo sẽ tuyên bố tình trạng khẩn cấp do Covid-19  http://hoicodo.com/610126/tokyo-se-tuyen-bo-tinh-trang-khan-cap-do-covid-19/ … pic.twitter.com/ViTxsWzlqx
582,Hành khách du thuyền nhiễm COVID-19 chết trong khi chờ xe cứu thương  https://www.nguoi-viet.com/covid-19/hanh-khach-du-thuyen-bi-covid-19-chet-khi-cho-xe-cuu-thuong/ …
583,"Tin Hot bóng đá 6/4: Mây mưa với gái gọi mùa Covid, Sao Man City nhận án phạt nặng  https://ift.tt/3aLDDHZ "
584,Châu Âu cần một kế hoạch Marshall để ứng phó với dịch COVID-19  https://goodstock.vn/chau-au-can-mot-ke-hoach-marshall-de-ung-pho-voi-dich-covid-19/ … pic.twitter.com/AdOhQfbbjk
585,"Thất nghiệp vì Covid-19, người vay mua nhà như “ngồi trên đống lửa”
Visit:  https://diathevang.vn/that-nghiep-vi-covid-19-nguoi-vay-mua-nha-nhu-ngoi-tren-dong-lua.html?feed_id=76019 … pic.twitter.com/pD0bmckzOj"
586,Bạn trẻ lập fanpage cung cấp thông tin COVID-19 cho người nước ngoài  https://ift.tt/39EUdry  cung-cap-thong-tin-covid19-cho-nguoi-nuoc-ngoai-1636525.tpo  https://ift.tt/2Ol88O7 
587,"BĐS tuần qua: TP HCM muốn làm đô thị phía Đông, Hà Nội tạm dừng công trình xây dựng vì Covid-19
Visit:  https://diathevang.vn/bds-tuan-qua-tp-hcm-muon-lam-do-thi-phia-dong-ha-noi-tam-dung-cong-trinh-xay-dung-vi-covid-19.html?feed_id=76001 … pic.twitter.com/RBgiqXfUVZ"
588,Covid-19 giáng đòn chí mạng xuống người nghèo Mỹ  https://vietvalley.com/covid-19-giang-don-chi-mang-xuong-nguoi-ngheo-my/ … pic.twitter.com/tukXnW50jV
589,"Từ 5/4, Campuchia tạm dừng xuất khẩu gạo trắng vì dịch COVID-19  https://nghenong.com/2020/04/388367/tu-5-4-campuchia-tam-dung-xuat-khau-gao-trang-vi-dich-covid-19/ … pic.twitter.com/GIp9iUmxg6"
590,"Dịch Covid-19 được kiểm soát: Bất động sản sẽ “bật” mạnh mẽ
Visit:  https://diathevang.vn/dich-covid-19-duoc-kiem-soat-bat-dong-san-se-bat-manh-me.html?feed_id=75965 … pic.twitter.com/yMh6PQzgeX"
591,"Người “cắt lỗ” thanh lý, kẻ tích cực “bắt đáy” BĐS giữa bão Covid-19
Visit:  https://diathevang.vn/nguoi-cat-lo-thanh-ly-ke-tich-cuc-bat-day-bds-giua-bao-covid-19.html?feed_id=75947 … pic.twitter.com/z1HCcZHdUQ"
592,Covid-19 “xóa” sạch các thành quả về việc làm của ông Trump từ khi thắng cử  https://gdvn.net/covid-19-xoa-sach-cac-thanh-qua-ve-viec-lam-cua-ong-trump-tu-khi-thang-cu.html … pic.twitter.com/1HsaIShaE4
593,Hãy cùng trò chuyện với mình nhé > Covid phá nát game #BIGOLIVE  http://www.bigo.tv/sid/2102997020_1586142408_hceaebjjcb_1299140427?c=3&p=1&t=0&b=14165759 … pic.twitter.com/qJUDP16fHU
594,"Làn sóng bán gấp, bán cắt lỗ chung cư, nhà đất do dịch Covid bắt đầu xuất hiện  https://ift.tt/2JEKIxN "
595,"Để dân cưới 4 ngày giữa dịch covid-19, chủ tịch xã ở Thanh Hóa bị đình chỉ  https://gocvietstar.com/de-dan-cuoi-4-ngay-giua-dich-covid-19-chu-tich-xa-o-thanh-hoa-bi-dinh-chi.html … pic.twitter.com/jF5anRLFMl"
596,Bị B.Ắ.N vì vi phạm luật phòng chống covid 19 ở Philippines  https://youtu.be/VLajORiF-QU  qua @YouTube
597,CLB đầu tiên ở giải Ngoại Hạng Anh tuyên bố sắp phá sản vì Covid-19  https://ift.tt/39MXkOf 
598,Ẹ má pàrọ mo covid sir
599,"THÔNG TIN CHI TIẾT DỰ ÁN KỲ CO GATEWAY CHỦ ĐẦU TƯ PHÁT ĐẠT
Dự án Kỳ Co Gateway Quy nhơn với điểm mạnh đất nền ven biển, sở hữu lâu dài, được đánh giá sẽ “cháy hàng” khi cơn bão Covid – 19 đi qua.
Xem chi tiết:  https://bit.ly/3aXIw0k "
600," https://vietstarusa.com/tt-trump-tu-bo-tien-tranh-cu-cua-minh-mua-thuc-an-cho-nhung-bac-sy-y-ta-tuyen-dau-chien-dau-covid-19-d31258.html?fbclid=IwAR25jP5Yp_Rw1vabTc0C3bCbZvuZKxSMtFZQWM6V1dEY2-gh7noNAQHqALg …
TT Trump tự bỏ tiền tranh cử của mình mua thức ăn cho những bác sỹ ,y tá tuyến đầu chiến đấu Covid 19  pic.twitter.com/b8xD7hNkYA"
601,THỰC HÀNH 7 THÓI QUEN ĐỂ PHÒNG CHỐNG BỆNH COVID-19 TRONG MÙA DỊCH  https://www.thuviengiadinh.com/suc-khoe/tin-tuc-covid-19/thuc-hanh-7-thoi-quen-de-phong-chong-benh-covid-19-trong-mua-dich … via @Chia sẻ kiến thức đời sống
602,Những quán cơm miễn phí tại TP.HCM giúp người nghèo tạm dừng mưu sinh chống Covid-19:  https://nhipsonghomnay.vn/cong-dong-mang/chia-se/nhung-quan-com-mien-phi-tai-tphcm-giup-nguoi-ngheo-tam-dung-muu-sinh-chong-covid-19.html?fbclid=IwAR1FjJ62aP-WLiWCq634ipROe1pb6WQl2RwpRBMp_Vyi-qFEb_MTXFBqxuc#.XoqZ8rLdGY0.twitter …
603,LIVE  ⚡ Cập nhật toàn cầu dịch cúm COVID-19 ngày 06/04/2020  https://thannong.net/bản-tin/cộng-đồng/sức-khỏe/dịch-cúm-virus-corona/2468-live- …⚡-cập-nhật-toàn-cầu-dịch-cúm-covid-19-ngày-06-04-2020
604,"Covid-19 : Số ca tử vong bùng phát, New York cầu cứu các bang khác  http://rfi.my/5hJd.T  qua @RFI_Vi"
605,Đấu giá trực tuyến tác phẩm nghệ thuật nhằm chống dịch COVID-19  https://tinquangbinh.com/2020/04/976346/dau-gia-truc-tuyen-tac-pham-nghe-thuat-nham-chong-dich-covid-19/ … pic.twitter.com/7Lw1RUKycS
606,"‼️‼️ THÔNG BÁO: VÌ LỢI ÍCH CỦA KHÁCH HÀNG

👾 Vì dịch bệnh Covid-19 diễn biến phức tạp, VEM tạm thời làm việc online bắt đầu từ hôm nay (06/04/2020) để đảm bảo sức khỏe cho khách hàng và nhân viên.
☎️ Hotline tại Việt Nam: (+84) 909 11 23 10
#WorkFromHome pic.twitter.com/PqcVjqJy0d"
607,"Công an huyện Quảng Ninh quyết liệt triển khai các biện pháp phòng, chống dịch Covid-19  https://tinquangbinh.com/2020/04/976337/cong-an-huyen-quang-ninh-quyet-liet-trien-khai-cac-bien-phap-phong-chong-dich-covid-19/ … pic.twitter.com/Y9Cf1JA66l"
608,"Công an TP. Đồng Hới phát hiện 2 nhóm nam, nữ thanh niên sử dụng ma túy để bay, lắc trong khách sạn trong đợt dịch covid-19  https://tinquangbinh.com/2020/04/976333/cong-an-tp-dong-hoi-phat-hien-2-nhom-nam-nu-thanh-nien-su-dung-ma-tuy-de-bay-lac-trong-khach-san-trong-dot-dich-covid-19/ … pic.twitter.com/gNodv4ajqM"
609,Phòng trọ Gò Vấp: Chọn loại nào trong mùa dịch Covid 19?  https://news.squaland.com/phong-tro-go-vap-chon-loai-nao-trong-mua-dich-covid-19/ … pic.twitter.com/5DXd5eSQzt
610,"Chống đại dịch Covid-19, Mỹ bước vào tuần lễ buồn bã và đau đớn nhất - VTC News  https://vtc.vn/thoi-su-quoc-te/chong-dai-dich-covid-19-my-buoc-vao-tuan-le-buon-ba-va-dau-don-nhat-ar538219.html …"
611,Bayern Munich lên kế hoạch trở lại tập luyện giữa mùa dịch COVID-19  http://dlvr.it/RTDyc2  pic.twitter.com/PgYojUK85y
612,"Không ghi nhận ca Covid-19 mới, cả nước có 241 người mắc, 91 ca khỏi bệnh  https://kimdunghn.wordpress.com/2020/04/06/khong-ghi-nhan-ca-covid-19-moi-ca-nuoc-co-241-nguoi-mac-91-ca-khoi-benh/ …"
613,"Tải miễn phí: BÁO CÁO TÁC ĐỘNG CỦA DỊCH COVID-19 ĐẾN NỀN KINH TẾ .doc .pdf .xls .ppt .txt và hàng tỷ file văn bản, tài liệu, học liệu, sách, giáo trình, thơ, truyện trên toàn thế giới !  https://timvanban.vn/bao-cao-tac-dong-cua-dich-covid-19-den-nen-kinh-te … #timvanban"
614,Bảo đảm quyền lợi người có thẻ BHYT khi điều trị Covid-19  https://goodstock.vn/bao-dam-quyen-loi-nguoi-co-the-bhyt-khi-dieu-tri-covid-19/ …
615,Hải Quân Mỹ điều tra vụ COVID-19 trên mẫu hạm USS Theodore Roosevelt  https://www.nguoi-viet.com/covid-19/hai-quan-my-dieu-tra-su-viec-tau-uss-theodore-roosevelt/ …
616,Wilander: ‘Djokovic mất nhiều nhất vì Covid-19’  https://tinquangbinh.com/2020/04/976330/wilander-djokovic-mat-nhieu-nhat-vi-covid-19/ … pic.twitter.com/m1fWJKmFEg
617,"Huy động sức mạnh tổng hợp phòng, chống dịch bệnh Covid-19  https://tinquangbinh.com/2020/04/976327/huy-dong-suc-manh-tong-hop-phong-chong-dich-benh-covid-19/ … pic.twitter.com/7ChtZYQSdO"
618,I just published KI NHỰA THANH LONG CHUYÊN DÙNG ĐỰNG TRÁI CÂY TRONG MÙA DỊCH COVID  https://link.medium.com/h0aStnf8r5 
619,"Dù bị COVID-19, Tesla vẫn có doanh số bán xe ‘quí 1’ tốt nhất xưa nay  https://www.nguoi-viet.com/xe-hoi/xe-hoi-tin-moi/mac-covid-19-tesla-van-co-doanh-so-ban-xe-qui-1-tot-nhat-xua-nay/ …"
620,TRANG CHỦ - Bộ Y tế - Trang tin về dịch bệnh viêm đường hô hấp cấp COVID-19  https://ncov.moh.gov.vn/ 
621,Buồn kinh khủng:(( Người ta cách li Covid 19 ổng cách li cả 2 luôn hự hự 🤧🤧 @BTS_twt
622,"Làn sóng bán gấp, bán cắt lỗ chung cư, nhà đất do dịch Covid bắt đầu xuất hiện
#giánhàđấthiệnnay #lànsóngbántháonhàđất #thịtrư...
 https://www.bdscuatui.com/lan-song-ban-gap-ban-cat-lo-chung-cu-nha-dat-do-dich-covid-bat-dau-xuat-hien-3-31964/?feed_id=17630&_unique_id=5e8a955a76d4d …"
623,"Mơ về nơi xa lắm ❤️❤️❤️ Chúc cả nhà mình tuần mới an vui, tuần thứ 2 cách li xã hội triệt để để chống giặc Covid ah.  https://www.instagram.com/p/B-n2-uQpFtE/?igshid=t728mzzfec3l …"
624,"Thời gian nhanh như cho chạy ngoài đồng
Qua hết mùa covid chắc kỉ niệm lần thứ 2 luôn ha
#AnniversaryOhmFluke https://twitter.com/WP_lemonade/status/1246959904771829761 …"
625,"Thị trường bất động sản Anh 'đóng cửa' vì COVID-19

 https://www.bdscuatui.com/thi-truong-bat-dong-san-anh-dong-cua-vi-covid-19-31962/?feed_id=17627&_unique_id=5e8a942de3e6a …"
626,"Từng là tỷ phú giàu nhất châu Á, đại dịch Covid-19 đẩy ông trùm bất động sản Trung Quốc rơi vào thế khó chồng khó  https://ngon24h.wordpress.com/2020/04/06/tung-la-ty-phu-giau-nhat-chau-a-dai-dich-covid-19-day-ong-trum-bat-dong-san-trung-quoc-roi-vao-the-kho-chong-kho/ … pic.twitter.com/mLdzxRCJ96"
627,Lợi nhuận quý 1 của đầu tàu kinh tế PVN giảm 51% so với cùng kỳ do tác động kép từ cuộc chiến giá dầu và Covid-19  https://ngon24h.wordpress.com/2020/04/06/loi-nhuan-quy-1-cua-dau-tau-kinh-te-pvn-giam-51-so-voi-cung-ky-do-tac-dong-kep-tu-cuoc-chien-gia-dau-va-covid-19/ … pic.twitter.com/PCMawQDJKl
628,"Làm sao để thổi bay ""đám mây covid"" đang che khuất tầm nhìn của chủ Doanh nghiệp? 

(bài dài nhưng là chủ Doanh nghiệp thì nên đọc)

 https://mka.com.vn/tin-tuc/rui-ro-chinh-la-co-hoi-nhung-chu-doanh-nghiep-da-biet-cach-hoa-giai.html …"
629,"stranh??????
#LaCasaDePapelS4
#LaCasaDePapel5 #livedodjhenriquedeferraz
#SemanaSantaEnCasa
#ARMYSeIcaDay
#2YearsWithEuphoria
#WrestleMania
#Covid_19
#CoronaVirusEnPanama
#BBB202O
 https://twitter.com/astrcliax/status/1246980971464921088/video/1 …"
630,"Khách nhiệt tình bất động sản Vuông vẫn phục vụ ngày Covid ạ!  https://ift.tt/2N8Prdr 

(Feed generated with FetchRSS)"
631,"‼️‼️ THÔNG BÁO: VÌ LỢI ÍCH CỦA KHÁCH HÀNG

👾 Vì dịch bệnh Covid-19 diễn biến phức tạp, VEM tạm thời làm việc online bắt đầu từ ngày mai (06/04/2020) để đảm bảo sức khỏe cho khách hàng và nhân viên.

☎️ Hotline tại Việt Nam: (+84) 909 11 23 10
#WorkFromHome pic.twitter.com/J8oJpC1BEk"
632,"Chủ nhà gặp nguy hiểm khi các chuỗi bán lẻ từ chối trả tiền thuê nhà, Bất động sản
#châuÂu #chủnhà #coronavirusmới #covid-19
 https://www.bdscuatui.com/chu-nha-gap-nguy-hiem-khi-cac-chuoi-ban-le-tu-choi-tra-tien-thue-nha-bat-dong-san-31960/?feed_id=17624&_unique_id=5e8a90a9ece00 …"
633,"Đảm bảo nguồn hàng hóa phục vụ Nhân dân phòng, chống dịch COVID-19  https://tinquangbinh.com/2020/04/976315/dam-bao-nguon-hang-hoa-phuc-vu-nhan-dan-phong-chong-dich-covid-19/ … pic.twitter.com/F8V0AyqBTi"
634,"“Thủ phủ” hoa tại Hà Nội nở rộ giữa dịch COVID-19: Tưởng thắng vụ mà thành bại, hoa cười nhưng người khóc  https://ngon24h.wordpress.com/2020/04/06/thu-phu-hoa-tai-ha-noi-no-ro-giua-dich-covid-19-tuong-thang-vu-ma-thanh-bai-hoa-cuoi-nhung-nguoi-khoc/ … pic.twitter.com/z4dZbmQYLd"
635,Bộ Y tế ra thông báo 7 thói quen nhất định PHẢI THAY ĐỔI ngay trong mùa dịch Covid-19  https://ngon24h.wordpress.com/2020/04/06/bo-y-te-ra-thong-bao-7-thoi-quen-nhat-dinh-phai-thay-doi-ngay-trong-mua-dich-covid-19/ … pic.twitter.com/3Sdlv1hA3L
636,"Những ngày không quên: Dương “Về nhà đi con” nên duyên cùng Cân “Cô gái nhà người ta”, Huệ – Quốc đám cưới bất chấp Covid-19?  https://ngon24h.wordpress.com/2020/04/06/nhung-ngay-khong-quen-duong-ve-nha-di-con-nen-duyen-cung-can-co-gai-nha-nguoi-ta-hue-quoc-dam-cuoi-bat-chap-covid-19/ … pic.twitter.com/cNWsdP6lzU"
